Date	City	Kilometers
2019-12-21	NQ	20
2019-12-21	FG	18
2019-12-21	7U	1
2019-12-21	K8	9
2019-12-21	FW	26
2019-12-21	8O	22
2019-12-21	Y5	7
2019-12-21	DF	4
2019-12-21	QF	13
2019-12-21	CA	19
2019-12-21	SK	26
2019-12-21	8J	28
2019-12-21	IK	18
2019-12-21	4E	27
2019-12-21	R0	9
2019-12-21	VQ	37
2019-12-21	CI	27
2019-12-21	LO	15
2019-12-22	A5	37
2019-12-22	KT	41
2019-12-22	TV	11
2019-12-22	YF	11
2019-12-22	UE	5
2019-12-22	EF	15
2019-12-22	L0	15
2019-12-22	FE	15
2019-12-22	2P	9
2019-12-22	OQ	30
2019-12-22	FN	12
2019-12-22	3E	28
2019-12-22	C6	1
2019-12-22	D3	2
2019-12-22	A6	0
2019-12-22	MN	36
2019-12-22	YA	1
2019-12-22	YW	22
2019-12-22	1F	57
2019-12-22	N7	14
2019-12-22	DI	8
2019-12-22	RX	29
2019-12-22	3N	41
2019-12-22	V7	12
2019-12-23	1R	10
2019-12-23	AD	2
2019-12-23	05	32
2019-12-23	BI	38
2019-12-23	QH	14
2019-12-23	6T	15
2019-12-23	PH	14
2019-12-23	LR	6
2019-12-23	SE	6
2019-12-23	C5	32
2019-12-23	KJ	29
2019-12-23	W3	11
2019-12-23	3H	15
2019-12-23	TR	43
2019-12-23	50	65
2019-12-23	79	11
2019-12-23	V5	27
2019-12-23	TT	29
2019-12-23	9L	35
2019-12-23	5H	8
2019-12-23	15	23
2019-12-23	CK	40
2019-12-23	6C	21
2019-12-23	3A	5
2019-12-24	0B	2
2019-12-24	9X	31
2019-12-24	K4	18
2019-12-24	4D	7
2019-12-24	S7	18
2019-12-24	AT	11
2019-12-24	YE	9
2019-12-24	0U	25
2019-12-24	HZ	29
2019-12-24	HA	25
2019-12-24	M0	12
2019-12-24	H2	3
2019-12-24	DV	32
2019-12-24	X9	9
2019-12-24	0F	27
2019-12-24	0T	14
2019-12-24	13	32
2019-12-24	DZ	58
2019-12-24	RQ	5
2019-12-24	WB	10
2019-12-24	G9	25
2019-12-24	RM	31
2019-12-24	A2	44
2019-12-24	PD	33
2019-12-25	VM	15
2019-12-25	EN	16
2019-12-25	GX	12
2019-12-25	AQ	13
2019-12-25	LX	18
2019-12-25	43	61
2019-12-25	WT	68
2019-12-25	78	60
2019-12-25	DX	45
2019-12-25	S0	25
2019-12-25	DG	8
2019-12-25	RU	28
2019-12-25	ID	26
2019-12-25	8E	16
2019-12-25	EB	10
2019-12-25	VY	40
2019-12-25	X4	35
2019-12-25	N0	14
2019-12-25	EL	19
2019-12-25	CM	1
2019-12-25	3P	13
2019-12-25	5M	1
2019-12-25	8V	12
2019-12-25	WF	15
2019-12-26	U5	19
2019-12-26	MN	17
2019-12-26	OB	10
2019-12-26	QZ	26
2019-12-26	3L	44
2019-12-26	IY	35
2019-12-26	CR	13
2019-12-26	18	44
2019-12-26	NB	39
2019-12-26	UE	10
2019-12-26	CS	4
2019-12-26	WC	4
2019-12-26	PH	2
2019-12-26	ZV	24
2019-12-26	6D	54
2019-12-26	9Q	16
2019-12-26	5Z	5
2019-12-26	M8	10
2019-12-26	QR	30
2019-12-26	S4	28
2019-12-26	3C	17
2019-12-26	BP	28
2019-12-26	60	44
2019-12-26	4T	34
2019-12-27	4H	12
2019-12-27	UK	36
2019-12-27	N2	32
2019-12-27	I5	2
2019-12-27	R7	11
2019-12-27	89	24
2019-12-27	9U	29
2019-12-27	ND	4
2019-12-27	9G	18
2019-12-27	6O	5
2019-12-27	AN	10
2019-12-27	6A	24
2019-12-27	AU	31
2019-12-27	KR	7
2019-12-27	8I	28
2019-12-27	7R	8
2019-12-27	LC	6
2019-12-27	VA	8
2019-12-27	QU	15
2019-12-27	9D	41
2019-12-27	VE	30
2019-12-27	BD	21
2019-12-27	AZ	21
2019-12-27	SO	7
2019-12-28	WA	10
2019-12-28	LY	13
2019-12-28	TC	14
2019-12-28	7C	29
2019-12-28	7R	15
2019-12-28	M9	3
2019-12-28	OI	18
2019-12-28	B7	31
2019-12-28	AR	26
2019-12-28	HH	3
2019-12-28	L1	19
2019-12-28	YW	51
2019-12-28	G7	50
2019-12-28	S6	11
2019-12-28	SB	12
2019-12-28	WB	4
2019-12-28	OF	4
2019-12-28	JF	5
2019-12-28	UY	30
2019-12-28	W8	31
2019-12-28	WO	23
2019-12-28	B7	45
2019-12-28	CG	17
2019-12-28	SL	21
2019-12-29	2N	31
2019-12-29	KS	30
2019-12-29	S2	25
2019-12-29	0D	17
2019-12-29	5W	24
2019-12-29	B5	21
2019-12-29	J0	3
2019-12-29	I9	8
2019-12-29	ME	16
2019-12-29	H2	24
2019-12-29	98	9
2019-12-29	XL	51
2019-12-29	V3	27
2019-12-29	C3	19
2019-12-29	4S	17
2019-12-29	PD	13
2019-12-29	VA	3
2019-12-29	88	39
2019-12-29	OQ	48
2019-12-29	GU	4
2019-12-29	NF	8
2019-12-29	W9	4
2019-12-29	NS	17
2019-12-29	BG	24
2019-12-30	U7	3
2019-12-30	HN	10
2019-12-30	U7	10
2019-12-30	1J	17
2019-12-30	XU	50
2019-12-30	AZ	18
2019-12-30	I1	33
2019-12-30	IB	17
2019-12-30	VM	24
2019-12-30	MK	11
2019-12-30	SP	11
2019-12-30	XD	7
2019-12-30	DI	15
2019-12-30	BQ	6
2019-12-30	DF	9
2019-12-30	UI	20
2019-12-30	B6	38
2019-12-30	C7	2
2019-12-30	9Q	16
2019-12-30	8X	6
2019-12-30	L7	13
2019-12-30	33	29
2019-12-30	CW	52
2019-12-30	CF	17
2019-12-31	ND	9
2019-12-31	G5	22
2019-12-31	4A	7
2019-12-31	CG	21
2019-12-31	HN	12
2019-12-31	W1	14
2019-12-31	CY	20
2019-12-31	SH	1
2019-12-31	JJ	7
2019-12-31	UL	13
2019-12-31	JJ	13
2019-12-31	GH	5
2019-12-31	5S	7
2019-12-31	PQ	25
2019-12-31	X4	21
2019-12-31	7P	5
2019-12-31	Z1	4
2019-12-31	RE	12
2019-12-31	WM	13
2019-12-31	CD	29
2019-12-31	XX	41
2019-12-31	F9	49
2019-12-31	8D	3
2019-12-31	W7	18
2020-01-01	W7	0
2020-01-01	V6	2
2020-01-01	Z0	2
2020-01-01	AP	7
2020-01-01	ZD	13
2020-01-01	ZO	11
2020-01-01	17	65
2020-01-01	EH	37
2020-01-01	Q5	7
2020-01-01	3B	17
2020-01-01	LD	27
2020-01-01	YM	22
2020-01-01	AT	17
2020-01-01	S6	12
2020-01-01	HO	14
2020-01-01	V1	16
2020-01-01	3O	5
2020-01-01	BD	4
2020-01-01	Q5	0
2020-01-01	46	28
2020-01-01	8S	33
2020-01-01	CQ	9
2020-01-01	LQ	9
2020-01-01	1A	43
2020-01-02	99	0
2020-01-02	4X	26
2020-01-02	ME	6
2020-01-02	5P	13
2020-01-02	C9	9
2020-01-02	VX	50
2020-01-02	OI	22
2020-01-02	XN	14
2020-01-02	V4	28
2020-01-02	ZY	41
2020-01-02	JB	39
2020-01-02	QC	8
2020-01-02	KA	8
2020-01-02	A7	20
2020-01-02	GW	38
2020-01-02	QQ	4
2020-01-02	HM	13
2020-01-02	J3	24
2020-01-02	NA	18
2020-01-02	6R	7
2020-01-02	NM	19
2020-01-02	OY	13
2020-01-02	KG	22
2020-01-02	XL	18
2020-01-03	2U	29
2020-01-03	9M	1
2020-01-03	MA	8
2020-01-03	FB	6
2020-01-03	QC	12
2020-01-03	VK	13
2020-01-03	6N	29
2020-01-03	YJ	31
2020-01-03	RI	8
2020-01-03	IP	2
2020-01-03	H5	28
2020-01-03	D8	1
2020-01-03	QX	45
2020-01-03	GC	31
2020-01-03	1X	1
2020-01-03	FV	19
2020-01-03	UQ	10
2020-01-03	2G	45
2020-01-03	B6	1
2020-01-03	SB	29
2020-01-03	49	40
2020-01-03	PC	38
2020-01-03	VC	6
2020-01-03	3U	17
2020-01-04	M3	8
2020-01-04	UO	36
2020-01-04	7U	24
2020-01-04	DW	15
2020-01-04	7P	20
2020-01-04	LF	11
2020-01-04	KE	2
2020-01-04	G5	20
2020-01-04	CO	22
2020-01-04	AP	1
2020-01-04	YE	13
2020-01-04	K4	31
2020-01-04	CO	19
2020-01-04	3B	29
2020-01-04	46	11
2020-01-04	LC	37
2020-01-04	SO	19
2020-01-04	48	54
2020-01-04	H2	14
2020-01-04	QN	37
2020-01-04	4A	42
2020-01-04	ON	40
2020-01-04	4N	27
2020-01-04	8Q	7
2020-01-05	KT	22
2020-01-05	2W	22
2020-01-05	8V	5
2020-01-05	0A	29
2020-01-05	RC	36
2020-01-05	PI	4
2020-01-05	8A	32
2020-01-05	GZ	40
2020-01-05	N1	34
2020-01-05	M4	2
2020-01-05	O9	7
2020-01-05	9K	4
2020-01-05	HW	27
2020-01-05	PL	3
2020-01-05	TN	6
2020-01-05	A4	45
2020-01-05	T7	22
2020-01-05	GP	12
2020-01-05	8W	8
2020-01-05	J9	12
2020-01-05	SI	25
2020-01-05	6S	19
2020-01-05	F0	19
2020-01-05	64	12
2020-01-06	HA	31
2020-01-06	54	32
2020-01-06	QM	53
2020-01-06	UP	7
2020-01-06	CB	32
2020-01-06	HX	27
2020-01-06	3F	39
2020-01-06	A5	3
2020-01-06	X8	26
2020-01-06	ID	3
2020-01-06	VY	34
2020-01-06	64	69
2020-01-06	L7	25
2020-01-06	SY	41
2020-01-06	AK	32
2020-01-06	E3	20
2020-01-06	2B	4
2020-01-06	AG	20
2020-01-06	P6	2
2020-01-06	GL	13
2020-01-06	RK	10
2020-01-06	Q5	23
2020-01-06	N7	1
2020-01-06	5J	6
2020-01-07	6N	5
2020-01-07	UC	20
2020-01-07	NP	6
2020-01-07	WL	5
2020-01-07	GG	21
2020-01-07	QZ	29
2020-01-07	OD	24
2020-01-07	2C	30
2020-01-07	GT	38
2020-01-07	B5	36
2020-01-07	TT	49
2020-01-07	WB	15
2020-01-07	F5	30
2020-01-07	18	18
2020-01-07	CB	28
2020-01-07	7K	3
2020-01-07	H4	6
2020-01-07	QS	40
2020-01-07	EK	20
2020-01-07	MM	10
2020-01-07	YV	21
2020-01-07	SF	22
2020-01-07	LN	1
2020-01-07	6Q	19
2020-01-08	LY	30
2020-01-08	EZ	6
2020-01-08	SM	1
2020-01-08	PK	5
2020-01-08	8C	32
2020-01-08	J7	6
2020-01-08	26	25
2020-01-08	Z5	39
2020-01-08	2N	15
2020-01-08	O3	2
2020-01-08	35	26
2020-01-08	8W	39
2020-01-08	VM	20
2020-01-08	UN	0
2020-01-08	5O	31
2020-01-08	RF	20
2020-01-08	A4	35
2020-01-08	DC	18
2020-01-08	CA	3
2020-01-08	GP	19
2020-01-08	28	45
2020-01-08	E8	19
2020-01-08	Y8	20
2020-01-08	62	41
2020-01-09	SG	50
2020-01-09	65	47
2020-01-09	FD	31
2020-01-09	XG	21
2020-01-09	QK	3
2020-01-09	WI	4
2020-01-09	5I	34
2020-01-09	GY	34
2020-01-09	J6	32
2020-01-09	Q7	8
2020-01-09	4D	16
2020-01-09	4K	7
2020-01-09	8D	3
2020-01-09	K3	2
2020-01-09	3N	3
2020-01-09	RJ	27
2020-01-09	GW	2
2020-01-09	Q1	28
2020-01-09	DZ	28
2020-01-09	1C	42
2020-01-09	D5	5
2020-01-09	QH	32
2020-01-09	OP	6
2020-01-09	2M	32
2020-01-10	8K	4
2020-01-10	C5	11
2020-01-10	LQ	37
2020-01-10	2Y	18
2020-01-10	CZ	18
2020-01-10	FN	9
2020-01-10	95	38
2020-01-10	NC	35
2020-01-10	B5	26
2020-01-10	YN	48
2020-01-10	P5	34
2020-01-10	XT	39
2020-01-10	QU	6
2020-01-10	K7	36
2020-01-10	EB	5
2020-01-10	5K	7
2020-01-10	OU	36
2020-01-10	AS	16
2020-01-10	56	41
2020-01-10	H3	16
2020-01-10	GJ	22
2020-01-10	1G	25
2020-01-10	WU	52
2020-01-10	LP	16
2020-01-11	2T	22
2020-01-11	H0	14
2020-01-11	ZZ	60
2020-01-11	XB	26
2020-01-11	YP	15
2020-01-11	6S	32
2020-01-11	4Y	4
2020-01-11	4D	21
2020-01-11	PX	48
2020-01-11	Y0	31
2020-01-11	IK	11
2020-01-11	QN	11
2020-01-11	CN	14
2020-01-11	WN	20
2020-01-11	PW	2
2020-01-11	YQ	3
2020-01-11	CF	33
2020-01-11	A7	17
2020-01-11	WF	37
2020-01-11	WX	18
2020-01-11	SW	5
2020-01-11	CL	27
2020-01-11	1N	16
2020-01-11	8R	11
2020-01-12	TN	24
2020-01-12	FC	25
2020-01-12	0A	24
2020-01-12	KT	46
2020-01-12	E1	41
2020-01-12	YN	49
2020-01-12	ZH	5
2020-01-12	HQ	9
2020-01-12	7R	16
2020-01-12	FC	0
2020-01-12	Z7	8
2020-01-12	ND	1
2020-01-12	M5	16
2020-01-12	ML	23
2020-01-12	D1	36
2020-01-12	O3	13
2020-01-12	PI	23
2020-01-12	08	49
2020-01-12	19	2
2020-01-12	C3	12
2020-01-12	S4	17
2020-01-12	9W	9
2020-01-12	IT	13
2020-01-12	3B	40
2020-01-13	HX	43
2020-01-13	FC	23
2020-01-13	4K	10
2020-01-13	HE	14
2020-01-13	MM	13
2020-01-13	OX	13
2020-01-13	4X	27
2020-01-13	CT	11
2020-01-13	W1	15
2020-01-13	ZK	29
2020-01-13	ZO	4
2020-01-13	5O	37
2020-01-13	S0	1
2020-01-13	ZJ	33
2020-01-13	B6	44
2020-01-13	WN	45
2020-01-13	8E	40
2020-01-13	YZ	54
2020-01-13	ZX	1
2020-01-13	ER	27
2020-01-13	H6	25
2020-01-13	U0	7
2020-01-13	FE	6
2020-01-13	29	32
2020-01-14	NS	54
2020-01-14	FL	15
2020-01-14	T1	13
2020-01-14	O7	1
2020-01-14	RL	24
2020-01-14	7J	29
2020-01-14	LE	16
2020-01-14	ZW	32
2020-01-14	GK	31
2020-01-14	7N	13
2020-01-14	DB	1
2020-01-14	WI	26
2020-01-14	72	55
2020-01-14	D3	14
2020-01-14	TE	34
2020-01-14	JV	7
2020-01-14	NZ	8
2020-01-14	WB	15
2020-01-14	CP	6
2020-01-14	9U	5
2020-01-14	87	31
2020-01-14	8X	33
2020-01-14	45	39
2020-01-14	C0	10
2020-01-15	BT	35
2020-01-15	CJ	9
2020-01-15	HE	0
2020-01-15	WX	34
2020-01-15	W0	40
2020-01-15	J4	9
2020-01-15	IB	13
2020-01-15	UQ	27
2020-01-15	U6	27
2020-01-15	6T	1
2020-01-15	AB	7
2020-01-15	BJ	9
2020-01-15	6N	8
2020-01-15	KW	30
2020-01-15	G5	38
2020-01-15	4O	7
2020-01-15	7C	9
2020-01-15	8G	5
2020-01-15	SH	28
2020-01-15	1P	26
2020-01-15	76	20
2020-01-15	1A	5
2020-01-15	7X	29
2020-01-15	88	31
2020-01-16	SM	48
2020-01-16	KV	1
2020-01-16	HL	13
2020-01-16	MR	11
2020-01-16	CR	10
2020-01-16	2S	16
2020-01-16	IB	6
2020-01-16	NS	22
2020-01-16	XP	7
2020-01-16	JS	11
2020-01-16	G1	37
2020-01-16	8N	14
2020-01-16	9M	0
2020-01-16	72	29
2020-01-16	AU	45
2020-01-16	4K	23
2020-01-16	3H	4
2020-01-16	0A	10
2020-01-16	P8	23
2020-01-16	Z6	8
2020-01-16	NX	22
2020-01-16	AQ	20
2020-01-16	PQ	15
2020-01-16	OK	7
2020-01-17	HS	1
2020-01-17	DY	2
2020-01-17	FI	14
2020-01-17	SD	8
2020-01-17	EU	3
2020-01-17	UV	17
2020-01-17	PF	21
2020-01-17	49	41
2020-01-17	1L	16
2020-01-17	LX	39
2020-01-17	GN	15
2020-01-17	US	19
2020-01-17	V0	34
2020-01-17	WI	26
2020-01-17	XG	1
2020-01-17	4C	40
2020-01-17	FE	20
2020-01-17	6R	3
2020-01-17	WJ	25
2020-01-17	BS	12
2020-01-17	I1	27
2020-01-17	OM	34
2020-01-17	C7	34
2020-01-17	CS	28
2020-01-18	Z9	3
2020-01-18	BC	14
2020-01-18	KW	29
2020-01-18	AX	9
2020-01-18	80	49
2020-01-18	ZM	63
2020-01-18	AI	29
2020-01-18	QK	18
2020-01-18	QT	9
2020-01-18	YQ	5
2020-01-18	8D	46
2020-01-18	LC	19
2020-01-18	KF	2
2020-01-18	2D	27
2020-01-18	T4	18
2020-01-18	X6	6
2020-01-18	XX	34
2020-01-18	QO	16
2020-01-18	88	48
2020-01-18	WT	59
2020-01-18	HL	23
2020-01-18	94	39
2020-01-18	9C	15
2020-01-18	MO	32
2020-01-19	Z7	11
2020-01-19	P8	9
2020-01-19	93	28
2020-01-19	V0	26
2020-01-19	69	23
2020-01-19	53	7
2020-01-19	23	3
2020-01-19	AL	40
2020-01-19	M9	7
2020-01-19	Q1	4
2020-01-19	46	24
2020-01-19	R8	32
2020-01-19	BS	11
2020-01-19	9S	9
2020-01-19	HT	16
2020-01-19	2N	28
2020-01-19	EB	7
2020-01-19	NK	18
2020-01-19	HJ	7
2020-01-19	CQ	2
2020-01-19	UH	9
2020-01-19	JH	11
2020-01-19	NC	1
2020-01-19	0E	28
2020-01-20	KY	47
2020-01-20	FP	14
2020-01-20	D7	27
2020-01-20	K2	2
2020-01-20	EJ	18
2020-01-20	3X	4
2020-01-20	7Y	5
2020-01-20	RV	24
2020-01-20	3D	49
2020-01-20	SI	37
2020-01-20	OA	12
2020-01-20	15	42
2020-01-20	PD	46
2020-01-20	A6	29
2020-01-20	YI	43
2020-01-20	BH	24
2020-01-20	TY	35
2020-01-20	EA	39
2020-01-20	AR	13
2020-01-20	2U	12
2020-01-20	60	33
2020-01-20	JZ	62
2020-01-20	L6	34
2020-01-20	KU	30
2020-01-21	6X	18
2020-01-21	0N	16
2020-01-21	83	19
2020-01-21	U4	30
2020-01-21	AO	7
2020-01-21	SR	21
2020-01-21	L2	39
2020-01-21	6E	3
2020-01-21	I3	1
2020-01-21	1O	4
2020-01-21	ZT	46
2020-01-21	QY	4
2020-01-21	QM	12
2020-01-21	DR	8
2020-01-21	XB	4
2020-01-21	66	46
2020-01-21	QR	55
2020-01-21	NB	19
2020-01-21	7C	22
2020-01-21	29	15
2020-01-21	FQ	44
2020-01-21	F3	30
2020-01-21	RR	43
2020-01-21	XC	9
2020-01-22	3S	21
2020-01-22	5M	4
2020-01-22	PA	15
2020-01-22	VK	16
2020-01-22	WD	6
2020-01-22	DW	0
2020-01-22	YM	11
2020-01-22	K5	38
2020-01-22	W7	14
2020-01-22	AK	2
2020-01-22	OI	12
2020-01-22	AQ	6
2020-01-22	UN	17
2020-01-22	9E	37
2020-01-22	WI	34
2020-01-22	25	57
2020-01-22	B1	12
2020-01-22	28	9
2020-01-22	6U	33
2020-01-22	2T	5
2020-01-22	U5	4
2020-01-22	NN	18
2020-01-22	XU	17
2020-01-22	SW	3
2020-01-23	4E	49
2020-01-23	F8	5
2020-01-23	CH	13
2020-01-23	TG	16
2020-01-23	CR	6
2020-01-23	K5	21
2020-01-23	XZ	50
2020-01-23	QK	22
2020-01-23	S6	19
2020-01-23	GV	20
2020-01-23	GO	7
2020-01-23	I9	20
2020-01-23	9R	9
2020-01-23	B7	18
2020-01-23	L1	4
2020-01-23	63	20
2020-01-23	2V	31
2020-01-23	FB	0
2020-01-23	XS	35
2020-01-23	3B	54
2020-01-23	H2	5
2020-01-23	ZF	38
2020-01-23	1A	46
2020-01-23	7O	20
2020-01-24	03	35
2020-01-24	O2	30
2020-01-24	BH	9
2020-01-24	KX	25
2020-01-24	8L	31
2020-01-24	I0	11
2020-01-24	64	15
2020-01-24	3Y	34
2020-01-24	5A	22
2020-01-24	2Z	22
2020-01-24	DS	11
2020-01-24	AJ	12
2020-01-24	0X	3
2020-01-24	94	27
2020-01-24	O6	24
2020-01-24	1J	10
2020-01-24	SP	40
2020-01-24	0A	50
2020-01-24	D9	12
2020-01-24	4F	3
2020-01-24	XP	46
2020-01-24	IF	25
2020-01-24	K6	14
2020-01-24	65	22
2020-01-25	N7	26
2020-01-25	TB	17
2020-01-25	8K	19
2020-01-25	7G	5
2020-01-25	QB	21
2020-01-25	8T	7
2020-01-25	AC	8
2020-01-25	ZV	44
2020-01-25	7Q	40
2020-01-25	15	34
2020-01-25	ON	55
2020-01-25	HC	18
2020-01-25	A6	20
2020-01-25	8J	11
2020-01-25	G8	3
2020-01-25	K8	4
2020-01-25	UY	43
2020-01-25	YO	6
2020-01-25	85	59
2020-01-25	DY	48
2020-01-25	4W	18
2020-01-25	F6	15
2020-01-25	KR	33
2020-01-25	A9	35
2020-01-26	34	19
2020-01-26	FQ	48
2020-01-26	N0	25
2020-01-26	Z3	15
2020-01-26	K4	14
2020-01-26	GT	28
2020-01-26	KM	3
2020-01-26	PQ	9
2020-01-26	IR	6
2020-01-26	2C	38
2020-01-26	ZR	55
2020-01-26	HH	28
2020-01-26	ZW	33
2020-01-26	T6	39
2020-01-26	LW	25
2020-01-26	X5	22
2020-01-26	E2	22
2020-01-26	ZB	37
2020-01-26	F0	38
2020-01-26	JI	29
2020-01-26	FJ	3
2020-01-26	MK	8
2020-01-26	R0	22
2020-01-26	8D	6
2020-01-27	PZ	46
2020-01-27	EV	15
2020-01-27	4Y	14
2020-01-27	ID	0
2020-01-27	AV	10
2020-01-27	ST	16
2020-01-27	97	55
2020-01-27	1F	7
2020-01-27	PC	28
2020-01-27	74	40
2020-01-27	7I	21
2020-01-27	XW	47
2020-01-27	YR	4
2020-01-27	3W	33
2020-01-27	MT	23
2020-01-27	YJ	2
2020-01-27	XP	5
2020-01-27	GW	10
2020-01-27	75	50
2020-01-27	QP	53
2020-01-27	0H	41
2020-01-27	N3	9
2020-01-27	TV	41
2020-01-27	QR	7
2020-01-28	SB	14
2020-01-28	PD	1
2020-01-28	RN	12
2020-01-28	8G	33
2020-01-28	3W	11
2020-01-28	X6	4
2020-01-28	VL	20
2020-01-28	M6	31
2020-01-28	GL	16
2020-01-28	2F	27
2020-01-28	HX	40
2020-01-28	DZ	2
2020-01-28	03	59
2020-01-28	MP	58
2020-01-28	0L	33
2020-01-28	2H	2
2020-01-28	UD	31
2020-01-28	JZ	11
2020-01-28	ZF	4
2020-01-28	1W	24
2020-01-28	KV	25
2020-01-28	XD	5
2020-01-28	PA	11
2020-01-28	8S	6
2020-01-29	4Z	3
2020-01-29	Q5	8
2020-01-29	PT	30
2020-01-29	K9	32
2020-01-29	N8	2
2020-01-29	5N	3
2020-01-29	IH	14
2020-01-29	OX	22
2020-01-29	W0	32
2020-01-29	NI	16
2020-01-29	4T	15
2020-01-29	BE	1
2020-01-29	2B	19
2020-01-29	WE	40
2020-01-29	0A	43
2020-01-29	UU	57
2020-01-29	9N	35
2020-01-29	2H	13
2020-01-29	32	21
2020-01-29	ML	52
2020-01-29	9J	22
2020-01-29	GC	7
2020-01-29	FJ	6
2020-01-29	M6	13
2020-01-30	BA	0
2020-01-30	R9	8
2020-01-30	02	41
2020-01-30	JF	46
2020-01-30	WW	30
2020-01-30	80	70
2020-01-30	T6	34
2020-01-30	5O	6
2020-01-30	1L	7
2020-01-30	C3	7
2020-01-30	44	14
2020-01-30	OL	51
2020-01-30	XQ	14
2020-01-30	3S	35
2020-01-30	0A	21
2020-01-30	KY	51
2020-01-30	45	59
2020-01-30	9K	27
2020-01-30	IA	6
2020-01-30	O7	4
2020-01-30	SI	22
2020-01-30	RN	4
2020-01-30	UD	7
2020-01-30	76	44
2020-01-31	IY	53
2020-01-31	28	56
2020-01-31	72	1
2020-01-31	UU	65
2020-01-31	HH	26
2020-01-31	YK	20
2020-01-31	02	66
2020-01-31	VN	66
2020-01-31	M0	39
2020-01-31	NR	35
2020-01-31	FK	15
2020-01-31	Z6	1
2020-01-31	SL	15
2020-01-31	RG	6
2020-01-31	E4	32
2020-01-31	S0	10
2020-01-31	TW	40
2020-01-31	MW	7
2020-01-31	G1	44
2020-01-31	7K	10
2020-01-31	ZY	49
2020-01-31	9R	40
2020-01-31	RL	19
2020-01-31	BB	26
2020-02-01	4C	13
2020-02-01	F3	2
2020-02-01	5H	4
2020-02-01	R0	5
2020-02-01	XX	46
2020-02-01	AE	42
2020-02-01	AJ	5
2020-02-01	O6	6
2020-02-01	AH	4
2020-02-01	6D	15
2020-02-01	3D	3
2020-02-01	7Z	26
2020-02-01	0I	24
2020-02-01	GH	22
2020-02-01	MH	6
2020-02-01	BO	4
2020-02-01	DB	11
2020-02-01	SS	32
2020-02-01	FK	21
2020-02-01	X1	8
2020-02-01	NF	11
2020-02-01	IA	10
2020-02-01	05	37
2020-02-01	PG	50
2020-02-02	1S	19
2020-02-02	D9	7
2020-02-02	XX	51
2020-02-02	VN	12
2020-02-02	3U	28
2020-02-02	37	30
2020-02-02	GY	54
2020-02-02	GR	7
2020-02-02	UZ	22
2020-02-02	1L	50
2020-02-02	TJ	33
2020-02-02	0P	30
2020-02-02	XI	33
2020-02-02	L7	30
2020-02-02	3N	2
2020-02-02	A1	15
2020-02-02	L9	19
2020-02-02	IW	27
2020-02-02	C6	39
2020-02-02	BF	15
2020-02-02	ML	17
2020-02-02	MC	9
2020-02-02	LI	5
2020-02-02	T4	13
2020-02-03	R6	0
2020-02-03	G6	11
2020-02-03	CC	9
2020-02-03	98	21
2020-02-03	9P	24
2020-02-03	I5	11
2020-02-03	7X	17
2020-02-03	T3	8
2020-02-03	B4	17
2020-02-03	RX	52
2020-02-03	NO	13
2020-02-03	A5	39
2020-02-03	7R	19
2020-02-03	5P	4
2020-02-03	PZ	37
2020-02-03	6F	46
2020-02-03	J2	0
2020-02-03	O7	10
2020-02-03	UJ	25
2020-02-03	BL	17
2020-02-03	T7	3
2020-02-03	KX	24
2020-02-03	4A	46
2020-02-03	UO	47
2020-02-04	ZM	3
2020-02-04	BW	14
2020-02-04	RZ	19
2020-02-04	5G	48
2020-02-04	BS	25
2020-02-04	4P	17
2020-02-04	DL	12
2020-02-04	P0	16
2020-02-04	SM	32
2020-02-04	HI	15
2020-02-04	X1	8
2020-02-04	VA	14
2020-02-04	Q1	21
2020-02-04	5Y	12
2020-02-04	FB	6
2020-02-04	IA	2
2020-02-04	L1	13
2020-02-04	2U	10
2020-02-04	QU	31
2020-02-04	JB	26
2020-02-04	M4	11
2020-02-04	N0	3
2020-02-04	WQ	42
2020-02-04	7Z	23
2020-02-05	42	43
2020-02-05	F8	24
2020-02-05	92	19
2020-02-05	XD	49
2020-02-05	00	60
2020-02-05	OD	51
2020-02-05	F4	25
2020-02-05	LF	24
2020-02-05	W7	4
2020-02-05	8U	1
2020-02-05	VH	17
2020-02-05	97	46
2020-02-05	3J	13
2020-02-05	YB	30
2020-02-05	MS	5
2020-02-05	64	54
2020-02-05	4N	24
2020-02-05	PJ	24
2020-02-05	X6	12
2020-02-05	CC	8
2020-02-05	YK	30
2020-02-05	CL	21
2020-02-05	P0	15
2020-02-05	Q4	5
2020-02-06	IJ	14
2020-02-06	1H	26
2020-02-06	EM	25
2020-02-06	UH	11
2020-02-06	4I	32
2020-02-06	ME	21
2020-02-06	8J	16
2020-02-06	AA	0
2020-02-06	B7	9
2020-02-06	L2	5
2020-02-06	1G	6
2020-02-06	49	11
2020-02-06	T6	29
2020-02-06	NN	18
2020-02-06	3K	30
2020-02-06	11	28
2020-02-06	9D	27
2020-02-06	OE	23
2020-02-06	SE	4
2020-02-06	V7	11
2020-02-06	J4	15
2020-02-06	TR	40
2020-02-06	80	62
2020-02-06	RV	64
2020-02-07	JK	19
2020-02-07	MM	5
2020-02-07	PK	1
2020-02-07	UL	6
2020-02-07	L1	36
2020-02-07	WA	27
2020-02-07	RR	12
2020-02-07	RA	17
2020-02-07	Y1	9
2020-02-07	71	34
2020-02-07	04	4
2020-02-07	32	1
2020-02-07	LG	46
2020-02-07	KO	7
2020-02-07	WR	15
2020-02-07	RX	1
